volume_id,spleen_qc,liver_qc,qc_mean
KORA2460216,0.875439474068799,0.756273845580606,0.815856659824703
KORA2461493,0.978624569252525,0.937586892959592,0.958105731106059
KORA2453374,0.781542504147932,0.831773631278061,0.806658067712996
KORA2452687,0.917739077213388,0.846339101446883,0.882039089330135
KORA2460315,0.813147430313312,0.896419952636212,0.854783691474762
KORA2461146,0.954979572050119,0.904364522468085,0.929672047259102
KORA2460249,0.969351511887579,0.934053784824538,0.951702648356059
KORA2452941,0.94582677376174,0.918750186826603,0.932288480294172
KORA2453732,0.93409378495409,0.85307015080793,0.89358196788101
KORA2452338,0.7926073590866,0.791126521136079,0.79186694011134
KORA2453363,0.914043111132571,0.796853681593067,0.855448396362819
KORA2453833,0.88541597612926,0.84247892930638,0.86394745271782
KORA2459526,0.911712710648146,0.765740443273436,0.838726576960791
KORA2459983,0.783639802993157,0.827953528320754,0.805796665656956
KORA2461632,0.728475714964838,0.861371775644574,0.794923745304706
KORA2459548,0.920883852486572,0.858848442853428,0.88986614767
KORA2462150,0.989253859719264,0.882269012503276,0.93576143611127
KORA2461520,0.823272879919718,0.883851694889881,0.8535622874048
KORA2459807,0.867006985658834,0.868531999838123,0.867769492748479
KORA2462374,0.951170053496356,0.877012128739333,0.914091091117844
KORA2458040,0.513741932790981,0.733594888195464,0.623668410493223
KORA2456661,0.963617541550383,0.943804813969492,0.953711177759938
KORA2452659,0.901098915682837,0.737405340268606,0.819252127975722
KORA2458366,0.733752558122379,0.911611231730588,0.822681894926484
KORA2452801,0.976942037221979,0.944072996296372,0.960507516759176
KORA2453811,0.941989367324342,0.935160483092758,0.93857492520855
KORA2456672,0.888059655475827,0.657314606532095,0.772687131003961
KORA2457266,0.972352266724992,0.926226717011145,0.949289491868069
KORA2457044,0.83516114122061,0.821681815852862,0.828421478536736
KORA2453765,0.944591332117278,0.689163331425218,0.816877331771248
KORA2458402,0.979752075153657,0.860966982287979,0.920359528720818
KORA2461349,0.841855963988653,0.685285692115937,0.763570828052295
KORA2455525,0.879111430615362,0.762057076162921,0.820584253389142
KORA2455296,0,0.470559420996373,0.235279710498187
KORA2458158,0.921295528015527,0.92049325371567,0.920894390865599
KORA2460447,0.994864861196725,0.695411166409752,0.845138013803239
KORA2455753,0.940241367976649,0.859922905404169,0.900082136690409
KORA2455935,0.621156791149993,0.828199665031258,0.724678228090626
KORA2456562,0.943338979688322,0.56344629793663,0.753392638812476
KORA2458197,0.909393734984807,0.92608182837728,0.917737781681043
KORA2458707,0.821993897748961,0.892636968582572,0.857315433165767
KORA2455951,0.000506464106809,0.512918155916971,0.25671231001189
KORA2460889,0.964066273585387,0.87030704892729,0.917186661256339
KORA2460472,0.886670991998371,0.951645104451449,0.91915804822491
KORA2456385,0.877916101927492,0.889157937905204,0.883537019916348
KORA2455042,0.954191877793564,0.865449604715673,0.909820741254619
KORA2452665,0.935231382466874,0.679150622899147,0.807191002683011
KORA2452190,0.74989973646537,0.720335530849663,0.735117633657517
KORA2462161,0.920243937313647,0.872280471356258,0.896262204334953
KORA2461151,0.577465838764424,0.670232617118839,0.623849227941632
KORA2459681,0.553288950075197,0.754240639348862,0.65376479471203
KORA2458068,0.896081904905572,0.818910231609103,0.857496068257337
KORA2457401,0.969933533205529,0.576528644375421,0.773231088790475
KORA2461555,0.963486785614486,0.867064182081424,0.915275483847955
KORA2459745,0.928021353476935,0.756212723520113,0.842117038498524
KORA2453037,0.934129180817221,0.627070373666999,0.78059977724211
KORA2458265,0.815873904289192,0.572658799687374,0.694266351988283
KORA2457517,0.797234061486817,0.7510159992933,0.774125030390058
KORA2452868,0.917027897829006,0.799292732958354,0.85816031539368
KORA2462119,0.900609098928777,0.822468100857943,0.86153859989336
KORA2452381,0.762522097456248,0.82785078713974,0.795186442297994
KORA2452094,0.711199020001529,0.628453332615617,0.669826176308573
KORA2459067,0.855536724170996,0.839263678288988,0.847400201229992
KORA2462352,0.896108955833256,0.631527115858449,0.763818035845853
KORA2456357,0.921890312952234,0.958169009686528,0.940029661319381
KORA2459244,0.193773865759864,0.779132692828587,0.486453279294226
KORA2461577,0.870247463367757,0.914005841435152,0.892126652401455
KORA2456021,0.93542934596937,0.777801463453506,0.856615404711438
KORA2459499,0.767552303581847,0.8272876006312,0.797419952106524
KORA2461885,0.957229144429814,0.807696887323761,0.882463015876788
KORA2461252,0.968489940390629,0.875011065885724,0.921750503138176
KORA2460145,0.80112233007539,0.861689648608762,0.831405989342076
KORA2453589,0.898548508410583,0.801955064735059,0.850251786572821
KORA2460543,0.976795398862896,0.944690769854389,0.960743084358643
